symbol, expiry, filledAmount, price, orderType, leverage, strategyTag, orderStatus, orderID, fillPrice
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945389300, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945389301, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945389300, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945389301, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945389904, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945389905, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945390106, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945390106, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945390208, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945390309, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945390309, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945390208, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945390612, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945390613, 0.0
btc_pax, None, 0.086465, 0, 23, 1, smm1_btc, 3, 154945389904, 3359.25
btc_pax, None, 0.086465, 0, 23, 1, smm1_btc, 5, 154945389904, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945389905, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945390613, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945390612, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945391618, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945391819, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945391618, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945391921, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945391922, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945391819, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945392124, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945392825, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945391922, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945392124, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945393328, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945391921, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945393930, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945393328, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945394732, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945394732, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945394934, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945395035, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945393930, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945394934, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945395438, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945395438, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945395035, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945396241, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945396342, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945396342, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945392825, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945396745, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945396746, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945397347, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945396241, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945398449, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945396745, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945398951, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945397347, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945398449, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945400454, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945400455, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945398951, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945396746, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945401458, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945401459, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945400455, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945401459, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945402162, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945402663, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945402663, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945404765, 0.0
btc_pax, None, 0.2, 0, 23, 1, smm1_btc, 4, 154945404765, 3361.85
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945400454, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945401458, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945405968, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945402162, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945406670, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945406771, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945406772, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945405968, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945406670, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945407275, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945407276, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945407275, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945406771, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154945406772, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154945407880, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945407880, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154945407276, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154945408783, 0.0
