symbol, expiry, filledAmount, price, orderType, leverage, strategyTag, orderStatus, orderID, fillPrice
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915873800, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915873801, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154915873801, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915874003, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154915873800, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915874405, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154915874606, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154915874607, 0.0
btc_pax, None, 0.038285, 0, 23, 1, smm1_btc, 3, 154915874607, 3450.36
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154915874606, 0.0
btc_pax, None, 0.038285, 0, 23, 1, smm1_btc, 5, 154915874607, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154915876710, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154915876711, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154915874405, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915877613, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154915876710, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154915877613, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915878216, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154915879317, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154915879317, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154915874003, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154915881020, 0.0
