symbol, expiry, filledAmount, price, orderType, leverage, strategyTag, orderStatus, orderID, fillPrice
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935747000, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935747001, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935747802, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935747803, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935747000, 0.0
btc_pax, None, 0.052995, 0, 23, 1, smm1_btc, 3, 154935747802, 3412.2
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935748005, 0.0
btc_pax, None, 0.099951, 0, 23, 1, smm1_btc, 3, 154935747803, 3412.66
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935748005, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935750007, 0.0
btc_pax, None, 0.052995, 0, 23, 1, smm1_btc, 5, 154935747802, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935750007, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935751410, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935747001, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935751512, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935751512, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935752514, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935752515, 0.0
btc_pax, None, 0.161443, 0, 23, 1, smm1_btc, 3, 154935747803, 3412.66
btc_pax, None, 0.2, 0, 23, 1, smm1_btc, 4, 154935747803, 3412.66
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935752515, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935751410, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935755218, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935755319, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935755319, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935755218, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154935752514, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935755623, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935755824, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935755824, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935756026, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935755623, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935756026, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935756629, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935756630, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935756731, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935756731, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935756933, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935756933, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935757235, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154935756629, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935757937, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935757235, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935758039, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935757937, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935758441, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935758642, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935758441, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935759044, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935759044, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935758039, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935759247, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935759348, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935759247, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935759348, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935759551, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935759652, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154935758642, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935759551, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935759955, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935759652, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935760057, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935760758, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 154935760758, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935763360, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935759955, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935760057, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935763663, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 154935763664, 0.0
btc_pax, None, 0.131096, 0, 23, 1, smm1_btc, 3, 154935763360, 3413.37
btc_pax, None, 0.131096, 0, 23, 1, smm1_btc, 5, 154935763360, 0.0
btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 154935765466, 0.0
btc_pax, None, 0.015909, 0, 23, 1, smm1_btc, 4, 154935765466, 3413.36
btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 154935763663, 0.0
