symbol, expiry, amount, price, orderType, leverage, strategyTag, orderID, isCancel
btc_pax, None, 0.8, 3610.47, 21, 1, smm_btc, 154985090500, False
btc_pax, None, 0.8, 3611.76, 23, 1, smm_btc, 154985090501, False
btc_pax, None, 0.2, 3610.49, 21, 1, smm1_btc, 154985091302, False
btc_pax, None, 0.2, 3611.7, 23, 1, smm1_btc, 154985091303, False
btc_pax, None, 0.8, 3610.47, 21, 1, smm_btc, 154985090500, True
btc_pax, None, 0.8, 3611.76, 23, 1, smm_btc, 154985090501, True
btc_pax, None, 0.8, 3608.89, 21, 1, smm_btc, 154985092106, False
btc_pax, None, 0.8, 3611.59, 23, 1, smm_btc, 154985092107, False
btc_pax, None, 0.2, 3611.7, 23, 1, smm1_btc, 154985091303, True
btc_pax, None, 0.8, 3611.59, 23, 1, smm_btc, 154985092107, True
btc_pax, None, 0.8, 3610.79, 23, 1, smm_btc, 154985092810, False
btc_pax, None, 0.2, 3608.89, 21, 1, smm1_btc, 154985093411, False
btc_pax, None, 0.2, 3610.76, 23, 1, smm1_btc, 154985093412, False
btc_pax, None, 0.8, 3608.89, 21, 1, smm_btc, 154985092106, True
btc_pax, None, 0.8, 3607.81, 21, 1, smm_btc, 154985093714, False
btc_pax, None, 0.8, 3610.79, 23, 1, smm_btc, 154985092810, True
btc_pax, None, 0.8, 3607.81, 21, 1, smm_btc, 154985093714, True
btc_pax, None, 0.8, 3610.79, 23, 1, smm_btc, 154985094017, False
btc_pax, None, 0.8, 3608.56, 21, 1, smm_btc, 154985094118, False
btc_pax, None, 0.2, 3608.89, 21, 1, smm1_btc, 154985093411, True
btc_pax, None, 0.2, 3610.76, 23, 1, smm1_btc, 154985093412, True
btc_pax, None, 0.8, 3608.56, 21, 1, smm_btc, 154985094118, True
btc_pax, None, 0.8, 3610.79, 23, 1, smm_btc, 154985094017, True
btc_pax, None, 0.8, 3597.58, 21, 1, smm_btc, 154985094823, False
btc_pax, None, 0.8, 3617.09, 23, 1, smm_btc, 154985094824, False
btc_pax, None, 0.8, 3597.58, 21, 1, smm_btc, 154985094823, True
btc_pax, None, 0.8, 3598.8, 21, 1, smm_btc, 154985095026, False
btc_pax, None, 0.8, 3598.8, 21, 1, smm_btc, 154985095026, True
btc_pax, None, 0.8, 3608.56, 21, 1, smm_btc, 154985095228, False
btc_pax, None, 0.147352, 3608.56, 21, 1, smm1_btc, 154985095429, False
btc_pax, None, 0.2, 3610.24, 23, 1, smm1_btc, 154985095430, False
btc_pax, None, 0.8, 3617.09, 23, 1, smm_btc, 154985094824, True
btc_pax, None, 0.8, 3609.99, 23, 1, smm_btc, 154985096032, False
btc_pax, None, 0.2, 3610.24, 23, 1, smm1_btc, 154985095430, True
btc_pax, None, 0.8, 3608.56, 21, 1, smm_btc, 154985095228, True
btc_pax, None, 0.8, 3609.99, 23, 1, smm_btc, 154985096032, True
btc_pax, None, 0.8, 3607.11, 21, 1, smm_btc, 154985096736, False
btc_pax, None, 0.8, 3609.99, 23, 1, smm_btc, 154985096837, False
btc_pax, None, 0.2, 3608.41, 23, 1, smm1_btc, 154985097438, False
btc_pax, None, 0.8, 3607.11, 21, 1, smm_btc, 154985096736, True
