createTime, updateTime, symbol, expiry, filledAmount, price, orderType, leverage, strategyTag, orderStatus, orderID, fillPrice
1550921438.5411513, 1550921437410, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092143700, 0.0
1550921438.543446, 1550921437487, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092143701, 0.0
1550921438.5456572, 1550921438433, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092143802, 0.0
1550921438.549237, 1550921438510, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092143803, 0.0
1550921440.8688998, 1550921440837, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092143802, 0.0
1550921446.2985852, 1550921446267, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092144605, 0.0
1550921448.3617194, 1550921448263, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092143700, 0.0
1550921448.363991, 1550921448330, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092143701, 0.0
1550921449.3179018, 1550921449286, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092144605, 0.0
1550921452.3050015, 1550921452273, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092145209, 0.0
1550921455.3159, 1550921455283, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092143803, 0.0
1550921455.7904453, 1550921455759, btc_pax, None, 0.719191, 0, 23, 1, smm_btc, 3, 155092145209, 3940.82
1550921463.52537, 1550921462325, btc_pax, None, 0.74544, 0, 23, 1, smm_btc, 3, 155092145209, 3940.82
1550921463.5278447, 1550921462400, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092146211, 0.0
1550921463.5301757, 1550921462471, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092146212, 0.0
1550921463.532524, 1550921463415, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092146313, 0.0
1550921463.5360813, 1550921463495, btc_pax, None, 0.74544, 0, 23, 1, smm_btc, 5, 155092145209, 0.0
1550921466.2143095, 1550921466182, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092146615, 0.0
1550921467.6864648, 1550921467654, btc_pax, None, 0.006717, 0, 23, 1, smm1_btc, 3, 155092146211, 3940.83
1550921472.795596, 1550921472762, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092146615, 0.0
1550921474.9708762, 1550921474939, btc_pax, None, 0.106717, 0, 23, 1, smm1_btc, 3, 155092146211, 3940.83
1550921475.0206568, 1550921474989, btc_pax, None, 0.199217, 0, 23, 1, smm1_btc, 3, 155092146211, 3940.83
1550921475.023404, 1550921474991, btc_pax, None, 0.2, 0, 23, 1, smm1_btc, 4, 155092146211, 3940.83
1550921475.858734, 1550921475760, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092146313, 0.0
1550921475.8612201, 1550921475828, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092147518, 0.0
1550921479.9113271, 1550921479806, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092147919, 0.0
1550921479.913641, 1550921479879, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092147518, 0.0
1550921483.111007, 1550921483001, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092146212, 0.0
1550921483.1133738, 1550921483081, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092148322, 0.0
1550921487.1755257, 1550921487142, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092147919, 0.0
1550921490.2415617, 1550921490210, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092149024, 0.0
1550921493.648083, 1550921493528, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092149325, 0.0
1550921493.6507971, 1550921493616, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092149326, 0.0
1550921498.3757136, 1550921498343, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092149024, 0.0
1550921501.3726494, 1550921501341, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092150128, 0.0
1550921504.193041, 1550921504158, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092149326, 0.0
1550921505.1990745, 1550921505167, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092150128, 0.0
1550921510.3501632, 1550921510255, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092151031, 0.0
1550921510.3527808, 1550921510321, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092148322, 0.0
1550921522.9574635, 1550921522855, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092152233, 0.0
1550921522.9604566, 1550921522927, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092152234, 0.0
1550921526.3001387, 1550921526199, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092151031, 0.0
1550921526.3028214, 1550921526267, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092152234, 0.0
1550921529.4896934, 1550921529359, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092152937, 0.0
1550921529.4923897, 1550921529459, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092152938, 0.0
1550921533.4621289, 1550921533362, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092149325, 0.0
1550921533.4643524, 1550921533431, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092152233, 0.0
1550921535.4653482, 1550921535371, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092152937, 0.0
1550921535.4677966, 1550921535435, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092152938, 0.0
1550921538.8175182, 1550921538713, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092153843, 0.0
1550921538.8204827, 1550921538786, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092153844, 0.0
1550921543.2655458, 1550921543232, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092153844, 0.0
1550921544.348273, 1550921544238, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092154446, 0.0
1550921544.3505225, 1550921544316, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092154447, 0.0
1550921546.338777, 1550921546237, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092153843, 0.0
1550921546.3413222, 1550921546308, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092154649, 0.0
1550921549.3229578, 1550921549291, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092154950, 0.0
1550921555.4309642, 1550921555397, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092154447, 0.0
1550921558.1346562, 1550921558103, btc_pax, None, 0.067725, 0, 23, 1, smm_btc, 3, 155092154950, 3939.88
1550921559.4395325, 1550921559407, btc_pax, None, 0.067725, 0, 23, 1, smm_btc, 5, 155092154950, 0.0
1550921562.454048, 1550921562422, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092156253, 0.0
1550921565.4727023, 1550921565427, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092156554, 0.0
1550921574.1731677, 1550921574141, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092156253, 0.0
1550921576.2521925, 1550921576151, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092154446, 0.0
1550921576.2565224, 1550921576219, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092156554, 0.0
1550921577.2810943, 1550921577177, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092157758, 0.0
1550921577.2860742, 1550921577249, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092154649, 0.0
1550921580.2605457, 1550921580151, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092157758, 0.0
1550921580.2632155, 1550921580229, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092158061, 0.0
1550921583.2617428, 1550921583156, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092158362, 0.0
1550921583.2650566, 1550921583227, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092158061, 0.0
1550921587.298482, 1550921586169, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092158664, 0.0
1550921587.3007777, 1550921586249, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092158665, 0.0
1550921587.3032274, 1550921587194, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092158362, 0.0
1550921587.305717, 1550921587266, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092158767, 0.0
1550921595.039656, 1550921595008, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092159468, 0.0
1550921600.296202, 1550921600200, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092158664, 0.0
1550921600.2985635, 1550921600265, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092158665, 0.0
1550921606.7791464, 1550921606747, btc_pax, None, 0.076463, 0, 23, 1, smm_btc, 3, 155092159468, 3940.64
1550921610.5230658, 1550921610418, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092161071, 0.0
1550921610.525817, 1550921610491, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092161072, 0.0
1550921611.4686177, 1550921611437, btc_pax, None, 0.076463, 0, 23, 1, smm_btc, 5, 155092159468, 0.0
1550921615.7352169, 1550921615633, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092161574, 0.0
1550921615.7378683, 1550921615703, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092158767, 0.0
1550921619.4287505, 1550921619394, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092161976, 0.0
1550921622.1485975, 1550921622117, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092161072, 0.0
1550921623.1499877, 1550921623118, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092161976, 0.0
1550921626.152538, 1550921626121, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092162679, 0.0
1550921629.6237087, 1550921629592, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092162679, 0.0
1550921632.1508012, 1550921632119, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092163281, 0.0
1550921633.4374583, 1550921633225, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092161574, 0.0
1550921633.4400542, 1550921633404, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092163383, 0.0
1550921636.1551716, 1550921636123, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092163684, 0.0
1550921645.7366254, 1550921645634, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092163281, 0.0
1550921645.7399647, 1550921645707, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092163383, 0.0
1550921648.8446155, 1550921648743, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092163684, 0.0
1550921648.847546, 1550921648814, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092164888, 0.0
1550921651.7832153, 1550921651747, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092165189, 0.0
1550921655.3190966, 1550921655212, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092165189, 0.0
1550921655.3214548, 1550921655287, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092164888, 0.0
1550921656.2700386, 1550921656238, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092165692, 0.0
1550921658.325719, 1550921658223, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092165893, 0.0
1550921658.3287835, 1550921658297, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092165894, 0.0
1550921664.1421952, 1550921664110, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092165893, 0.0
1550921668.1723459, 1550921667122, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155092165692, 0.0
1550921668.1748989, 1550921667191, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092166797, 0.0
1550921668.1781244, 1550921668142, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092165894, 0.0
1550921671.2202384, 1550921671120, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155092166797, 0.0
1550921671.2232296, 1550921671190, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092167100, 0.0
1550921674.3963604, 1550921674365, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092167401, 0.0
1550921674.624684, 1550921674593, btc_pax, None, 0.065825, 0, 23, 1, smm_btc, 3, 155092167401, 3940.68
1550921677.8194268, 1550921677725, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155092167702, 0.0
1550921677.8218834, 1550921677789, btc_pax, None, 0.065825, 0, 23, 1, smm_btc, 5, 155092167401, 0.0
1550921680.5318422, 1550921680495, btc_pax, None, 0.141829, 0, 23, 1, smm1_btc, 3, 155092167702, 3940.64
1550921680.666163, 1550921680634, btc_pax, None, 0.184168, 0, 23, 1, smm1_btc, 3, 155092167702, 3940.64
1550921680.896873, 1550921680843, btc_pax, None, 0.199153, 0, 23, 1, smm1_btc, 3, 155092167702, 3940.64
1550921680.8992977, 1550921680865, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155092168004, 0.0
1550921680.9814131, 1550921680950, btc_pax, None, 0.149472, 0, 23, 1, smm_btc, 3, 155092168004, 3940.63
1550921681.083738, 1550921681051, btc_pax, None, 0.298944, 0, 23, 1, smm_btc, 3, 155092168004, 3940.63
1550921681.4755394, 1550921681444, btc_pax, None, 0.301723, 0, 23, 1, smm_btc, 3, 155092168004, 3940.63
1550921681.9060063, 1550921681875, btc_pax, None, 0.316708, 0, 23, 1, smm_btc, 3, 155092168004, 3940.63
1550921684.461222, 1550921684429, btc_pax, None, 0.58995, 0, 23, 1, smm_btc, 3, 155092168004, 3940.63
