symbol, expiry, amount, price, orderType, leverage, strategyTag, orderID, isCancel
btc_pax, None, 0.8, 3569.08, 23, 1, smm_btc, 154993739900, False
btc_pax, None, 0.8, 3565.64, 21, 1, smm_btc, 154993740101, False
btc_pax, None, 0.2, 3566.78, 21, 1, smm1_btc, 154993740402, False
btc_pax, None, 0.2, 3569.05, 23, 1, smm1_btc, 154993740503, False
btc_pax, None, 0.8, 3565.64, 21, 1, smm_btc, 154993740101, True
btc_pax, None, 0.8, 3569.08, 23, 1, smm_btc, 154993739900, True
btc_pax, None, 0.8, 3558.06, 21, 1, smm_btc, 154993740806, False
btc_pax, None, 0.8, 3581.74, 23, 1, smm_btc, 154993740907, False
btc_pax, None, 0.8, 3581.74, 23, 1, smm_btc, 154993740907, True
btc_pax, None, 0.8, 3558.06, 21, 1, smm_btc, 154993740806, True
btc_pax, None, 0.8, 3569.08, 23, 1, smm_btc, 154993741110, False
btc_pax, None, 0.8, 3565.64, 21, 1, smm_btc, 154993741211, False
btc_pax, None, 0.2, 3566.78, 21, 1, smm1_btc, 154993740402, True
btc_pax, None, 0.2, 3566.99, 21, 1, smm1_btc, 154993742513, False
btc_pax, None, 0.2, 3569.05, 23, 1, smm1_btc, 154993740503, True
btc_pax, None, 0.8, 3565.64, 21, 1, smm_btc, 154993741211, True
btc_pax, None, 0.8, 3568.89, 21, 1, smm_btc, 154993743116, False
btc_pax, None, 0.8, 3581.74, 23, 1, smm_btc, 154993743117, False
btc_pax, None, 0.8, 3568.89, 21, 1, smm_btc, 154993743116, True
btc_pax, None, 0.8, 3581.74, 23, 1, smm_btc, 154993743117, True
btc_pax, None, 0.8, 3568.88, 21, 1, smm_btc, 154993743420, False
btc_pax, None, 0.8, 3581.74, 23, 1, smm_btc, 154993743421, False
btc_pax, None, 0.2, 3566.99, 21, 1, smm1_btc, 154993742513, True
btc_pax, None, 0.2, 3569.94, 23, 1, smm1_btc, 154993743523, False
btc_pax, None, 0.8, 3581.74, 23, 1, smm_btc, 154993743421, True
btc_pax, None, 0.8, 3583.18, 23, 1, smm_btc, 154993743825, False
btc_pax, None, 0.8, 3583.18, 23, 1, smm_btc, 154993743825, True
btc_pax, None, 0.8, 3581.64, 23, 1, smm_btc, 154993744027, False
btc_pax, None, 0.8, 3568.88, 21, 1, smm_btc, 154993743420, True
btc_pax, None, 0.8, 3567.01, 21, 1, smm_btc, 154993745229, False
btc_pax, None, 0.8, 3581.64, 23, 1, smm_btc, 154993744027, True
btc_pax, None, 0.8, 3567.01, 21, 1, smm_btc, 154993745229, True
btc_pax, None, 0.8, 3580.92, 23, 1, smm_btc, 154993745332, False
btc_pax, None, 0.8, 3567.03, 21, 1, smm_btc, 154993745433, False
