createTime, updateTime, symbol, expiry, filledAmount, price, orderType, leverage, strategyTag, orderStatus, orderID, fillPrice
1551666373.9581766, 1551666373854, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166637300, 0.0
1551666373.961414, 1551666373928, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166637301, 0.0
1551666379.9578314, 1551666379853, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166637902, 0.0
1551666379.9615316, 1551666379928, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166637903, 0.0
1551666380.9156535, 1551666380576, pax_usdt, None, 0.0, 0, 23, 1, smm1, 3, 155166638004, 0.0
1551666380.917777, 1551666380647, pax_usdt, None, 0.0, 0, 23, 1, smm1, 3, 155166638005, 0.0
1551666380.9198234, 1551666380717, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166638006, 0.0
1551666380.923055, 1551666380884, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166638007, 0.0
1551666381.6932964, 1551666381584, pax_usdt, None, 0.0, 0, 23, 1, smm, 5, 155166638006, 0.0
1551666381.6956003, 1551666381659, pax_usdt, None, 0.0, 0, 23, 1, smm, 5, 155166638007, 0.0
1551666381.9624782, 1551666381854, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166637300, 0.0
1551666381.964653, 1551666381928, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166637301, 0.0
1551666382.695219, 1551666382587, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166638212, 0.0
1551666382.6988304, 1551666382662, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166638213, 0.0
1551666383.9649675, 1551666383859, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166638314, 0.0
1551666383.9678996, 1551666383932, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166638315, 0.0
1551666385.8963404, 1551666385862, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166638314, 0.0
1551666387.8980665, 1551666387864, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166638717, 0.0
1551666389.9659176, 1551666389857, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166637902, 0.0
1551666389.9686782, 1551666389931, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166637903, 0.0
1551666396.5072362, 1551666396403, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166638717, 0.0
1551666396.512081, 1551666396475, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166638315, 0.0
1551666397.517196, 1551666397410, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166639722, 0.0
1551666397.5198653, 1551666397483, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166639723, 0.0
1551666400.5093982, 1551666400410, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166640024, 0.0
1551666400.5127056, 1551666400479, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166640025, 0.0
1551666411.7324677, 1551666411619, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166640024, 0.0
1551666411.7347858, 1551666411695, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166640025, 0.0
1551666417.5547633, 1551666417520, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166639722, 0.0
1551666418.5683596, 1551666418533, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166641829, 0.0
1551666420.5635216, 1551666420530, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166641829, 0.0
1551666421.5804312, 1551666421545, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166642131, 0.0
1551666422.651321, 1551666422537, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166642232, 0.0
1551666422.6534407, 1551666422617, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166642233, 0.0
1551666424.5833852, 1551666424548, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166639723, 0.0
1551666425.5681517, 1551666425534, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166642535, 0.0
1551666427.7973332, 1551666427755, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166642535, 0.0
1551666430.9420621, 1551666430908, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166643037, 0.0
1551666433.0190387, 1551666432910, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166642232, 0.0
1551666433.02176, 1551666432985, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166642233, 0.0
1551666441.910187, 1551666441877, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166643037, 0.0
1551666442.918808, 1551666442885, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166644241, 0.0
1551666443.9924006, 1551666443886, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166644342, 0.0
1551666443.9951053, 1551666443959, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166644343, 0.0
1551666446.00308, 1551666445890, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166642131, 0.0
1551666446.0054014, 1551666445969, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166644241, 0.0
1551666447.0001774, 1551666446889, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166644646, 0.0
1551666447.0027733, 1551666446966, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166644647, 0.0
1551666448.932515, 1551666448899, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166644647, 0.0
1551666449.920808, 1551666449887, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166644949, 0.0
1551666455.9325194, 1551666455758, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166644342, 0.0
1551666455.934928, 1551666455833, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 5, 155166644343, 0.0
1551666455.9373543, 1551666455903, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166644949, 0.0
1551666459.1494045, 1551666459115, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166645953, 0.0
1551666466.3683403, 1551666466257, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166646654, 0.0
1551666466.3707519, 1551666466337, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166646655, 0.0
1551666476.2080193, 1551666476169, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166645953, 0.0
