createTime, updateTime, symbol, expiry, filledAmount, price, orderType, leverage, strategyTag, orderStatus, orderID, fillPrice
1551668586.0280514, 1551668585922, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166858500, 0.0
1551668586.0301404, 1551668585995, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166858501, 0.0
1551668586.1911, 1551668586078, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166858602, 0.0
1551668586.1933753, 1551668586158, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166858603, 0.0
1551668586.9603555, 1551668586928, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 5, 155166858501, 0.0
1551668588.0790236, 1551668588050, pax_usdt, None, 0.0, 0, 23, 1, smm, 5, 155166858602, 0.0
1551668589.221637, 1551668589042, pax_usdt, None, 0.0, 0, 23, 1, smm1, 3, 155166858906, 0.0
1551668589.2241013, 1551668589109, pax_usdt, None, 1000.0, 0, 23, 1, smm1, 4, 155166858906, 1.0057
1551668589.228174, 1551668589115, pax_usdt, None, 0.0, 0, 23, 1, smm1, 3, 155166858907, 0.0
1551668589.2326856, 1551668589191, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166858908, 0.0
1551668590.0988858, 1551668589287, btc_pax, None, 0.0, 0, 23, 1, smm_btc, 3, 155166858909, 0.0
1551668590.1011906, 1551668589370, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166858910, 0.0
1551668590.103349, 1551668590062, btc_pax, None, 0.0, 0, 23, 1, smm1_btc, 3, 155166859011, 0.0
1551668590.3026447, 1551668590267, pax_usdt, None, 0.0, 0, 23, 1, smm, 5, 155166858603, 0.0
1551668591.081767, 1551668591050, pax_usdt, None, 0.0, 0, 23, 1, smm, 3, 155166859113, 0.0
1551668591.894722, 1551668591853, btc_pax, None, 0.020631, 0, 23, 1, smm1_btc, 3, 155166858910, 3785.82
1551668593.4371357, 1551668593409, btc_pax, None, 0.021172, 0, 23, 1, smm1_btc, 3, 155166859011, 3786.53
1551668596.5392795, 1551668596511, btc_pax, None, 0.105172, 0, 23, 1, smm1_btc, 3, 155166859011, 3786.53
1551668598.5646873, 1551668598535, pax_usdt, None, 0.0, 0, 23, 1, smm, 5, 155166858908, 0.0
1551668598.9855616, 1551668598958, btc_pax, None, 0.2, 0, 23, 1, smm1_btc, 4, 155166858910, 3785.82
